DR_NO,Date Rptd,DATE OCC,TIME OCC,newdate,formatted_newdate,serialdate,day,month,year,weekday,time_text,time_serial,time,time,date_time,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
200404771,1/20/20 0:00,1/20/20 0:00,1730,01/20/2020,01/20/2020,43850,20,1,2020,Wed,0.729166667,17:30,5:30 PM,5:30 PM,01/20/2020 0.729166666666667,4,Hollenbeck,487,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 0416 1402 0913 1241 1821,27,F,H,501,SINGLE FAMILY DWELLING,500,UNKNOWN WEAPON/OTHER WEAPON,AA,Adult Arrest,236,998,,,1100 S  MOTT                         ST,,34.0284,-118.2158
200404804,1/20/20 0:00,1/20/20 0:00,2130,01/20/2020,01/20/2020,43850,20,1,2020,Tue,0.895833333,21:30,9:30 PM,9:30 PM,01/20/2020 0.895833333333333,4,Hollenbeck,455,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 1821 1241 0913 0444 0408,32,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,236,,,,2000    CITY VIEW                    AV,,34.0533,-118.2107
200404859,1/22/20 0:00,1/22/20 0:00,2000,01/22/2020,01/22/2020,43852,22,1,2020,Mon,0.833333333,20:00,8:00 PM,8:00 PM,01/22/2020 0.833333333333333,4,Hollenbeck,497,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0913 1814 2000 0400 0416 0401,23,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,236,,,,3400    HUNTER                       ST,,34.0203,-118.2057
200405335,2/4/20 0:00,2/4/20 0:00,505,02/04/2020,02/04/2020,43865,4,2,2020,Thu,0.211805556,05:05,5:05 AM,5:05 AM,02/04/2020 0.211805555555556,4,Hollenbeck,428,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 0400 0913 1814 0416 1243 1309 0408 1402,22,F,H,504,OTHER RESIDENCE,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,236,998,,,4900    TEMPLETON                    ST,,34.082,-118.1769
200504284,1/6/20 0:00,1/3/20 0:00,200,01/06/2020,01/06/2020,43836,6,1,2020,Sun,0.083333333,02:00,2:00 AM,2:00 AM,01/06/2020 0.0833333333333333,5,Harbor,503,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0913 0334 1814 2000 0408 1402 0216,29,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,236,998,,,1000    HARBOR HEIGHTS               DR,,33.7928,-118.2922
200504701,1/16/20 0:00,1/16/20 0:00,5,01/16/2020,01/16/2020,43846,16,1,2020,Thu,0.003472222,00:05,12:05 AM,12:05 AM,01/16/2020 0.00347222222222222,5,Harbor,563,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0416 0446 1814 2000 0913 0408,26,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,236,,,,1200 S  GRAND                        AV,,33.7334,-118.2902
200504784,1/19/20 0:00,1/19/20 0:00,115,01/19/2020,01/19/2020,43849,19,1,2020,Sat,0.052083333,01:15,1:15 AM,1:15 AM,01/19/2020 0.0520833333333333,5,Harbor,585,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0408 1813 0305 0429 2000 0444 1814 0913,48,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,236,,,,500 W  18TH                         ST,,33.7243,-118.2963
200504980,1/23/20 0:00,1/22/20 0:00,2250,01/23/2020,01/23/2020,43853,23,1,2020,Mon,0.951388889,22:50,10:50 PM,10:50 PM,01/23/2020 0.951388888888889,5,Harbor,502,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0416 1276 0340 0334 2000 1814 0913,29,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",114,AIR PISTOL/REVOLVER/RIFLE/BB GUN,IC,Invest Cont,236,,,,1300 W  177TH                        ST,,33.8705,-118.2952
200505021,1/25/20 0:00,1/25/20 0:00,100,01/25/2020,01/25/2020,43855,25,1,2020,Thu,0.041666667,01:00,1:00 AM,1:00 AM,01/25/2020 0.0416666666666667,5,Harbor,531,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0411 2004 1822 1268 1206,18,M,H,103,ALLEY,200,KNIFE WITH BLADE 6INCHES OR LESS,IC,Invest Cont,236,,,,1600 W  PACIFIC COAST                HY,,33.7895,-118.3043
200505095,1/27/20 0:00,1/27/20 0:00,15,01/27/2020,01/27/2020,43857,27,1,2020,Sun,0.010416667,00:15,12:15 AM,12:15 AM,01/27/2020 0.0104166666666667,5,Harbor,531,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0416 0432 0913 1241 1243 1813 2000 0329 0445,46,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,236,,,,1600 W  259TH                        ST,,33.7882,-118.3043
200505259,1/30/20 0:00,1/30/20 0:00,2220,01/30/2020,01/30/2020,43860,30,1,2020,Sun,0.930555556,22:20,10:20 PM,10:20 PM,01/30/2020 0.930555555555555,5,Harbor,504,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0913 0445 2000 0416 1813,54,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,236,,,,1500 W  208TH                        ST,,33.8419,-118.304
200610064,5/10/20 0:00,5/10/20 0:00,630,05/10/2020,05/10/2020,43961,10,5,2020,Sat,0.270833333,06:30,6:30 AM,6:30 AM,05/10/2020 0.270833333333333,6,Hollywood,622,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0400 0429 1814 1414 2000,23,F,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,236,,,,NICHOLS CANYON               RD,HOLLYWOOD                    BL,34.1017,-118.3589
200505364,2/2/20 0:00,2/2/20 0:00,2200,02/02/2020,02/02/2020,43863,2,2,2020,Wed,0.916666667,22:00,10:00 PM,10:00 PM,02/02/2020 0.916666666666667,5,Harbor,514,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 1814 0444 0216 0913 0421 0449,30,F,H,501,SINGLE FAMILY DWELLING,207,OTHER KNIFE,AA,Adult Arrest,236,,,,800    FRIGATE                      AV,,33.7791,-118.2782
200604099,1/4/20 0:00,1/4/20 0:00,120,01/04/2020,01/04/2020,43834,4,1,2020,Sun,0.055555556,01:20,1:20 AM,1:20 AM,01/04/2020 0.0555555555555556,6,Hollywood,668,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 0400 0444 0416 0429 1414 0913,28,M,B,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,236,,,,5600    FERNWOOD                     AV,,34.0958,-118.3109
201904952,1/22/20 0:00,1/22/20 0:00,1330,01/22/2020,01/22/2020,43852,22,1,2020,Wed,0.5625,13:30,1:30 PM,1:30 PM,01/22/2020 0.5625,19,Mission,1904,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0913 0429 2000 1814 0444 0408,30,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,236,,,,13600    GLADSTONE                    AV,,34.3189,-118.4387
200604171,1/5/20 0:00,1/5/20 0:00,410,01/05/2020,01/05/2020,43835,5,1,2020,Thu,0.173611111,04:10,4:10 AM,4:10 AM,01/05/2020 0.173611111111111,6,Hollywood,676,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0400 0416 2002 2000 1814 0913,29,F,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,236,,,,MELROSE,CAHUENGA,34.0835,-118.3288
202105284,1/29/20 0:00,1/29/20 0:00,1100,01/29/2020,01/29/2020,43859,29,1,2020,Sun,0.458333333,11:00,11:00 AM,11:00 AM,01/29/2020 0.458333333333333,21,Topanga,2134,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 0416 0401 1402 1814 0913 1218,40,M,H,108,PARKING LOT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,236,998,,,FARRALONE                    AV,CANTLAY                      ST,34.202,-118.6103
200604732,1/16/20 0:00,1/16/20 0:00,2355,01/16/2020,01/16/2020,43846,16,1,2020,Wed,0.996527778,23:55,11:55 PM,11:55 PM,01/16/2020 0.996527777777778,6,Hollywood,645,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0913 2000 0400 0416 1414,33,F,H,210,RESTAURANT/FAST FOOD,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,236,,,,7000    FRANKLIN                     AV,,34.1041,-118.3417
201214246,6/7/20 0:00,6/7/20 0:00,248,06/07/2020,06/07/2020,43989,7,6,2020,Fri,0.116666667,02:48,2:48 AM,2:48 AM,06/07/2020 0.116666666666667,12,77th Street,1269,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 1823 0913 2004 1218 0448 0408 0410 0444,26,F,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,236,,,,8100    AVALON                       BL,,33.9656,-118.2651
200704041,1/1/20 0:00,1/1/20 0:00,1210,01/01/2020,01/01/2020,43831,1,1,2020,Fri,0.506944444,12:10,12:10 PM,12:10 PM,01/01/2020 0.506944444444444,7,Wilshire,724,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 0416 1218 0913 2004,41,F,B,510,NURSING/CONVALESCENT/RETIREMENT HOME,304,CLUB/BAT,IC,Invest Cont,236,,,,100 S  GARDNER                      ST,,34.0735,-118.3571
200704427,1/10/20 0:00,1/9/20 0:00,1825,01/10/2020,01/10/2020,43840,10,1,2020,Thu,0.767361111,18:25,6:25 PM,6:25 PM,01/10/2020 0.767361111111111,7,Wilshire,765,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 1814 0408 0913,23,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,236,,,,4800    SAN VICENTE                  BL,,34.0489,-118.3407
200704520,1/10/20 0:00,1/10/20 0:00,2347,01/10/2020,01/10/2020,43840,10,1,2020,Sat,0.990972222,23:47,11:47 PM,11:47 PM,01/10/2020 0.990972222222222,7,Wilshire,759,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 0411 1414 0913,51,M,B,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,236,,,,1100    BRONSON                      AV,,34.0495,-118.3215
200704756,1/16/20 0:00,1/16/20 0:00,800,01/16/2020,01/16/2020,43846,16,1,2020,Sun,0.333333333,08:00,8:00 AM,8:00 AM,01/16/2020 0.333333333333333,7,Wilshire,759,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 1814 0408 0913,34,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,236,,,,1100    BRONSON                      AV,,34.0495,-118.3215
201000650,4/25/20 0:00,4/25/20 0:00,1414,04/25/2020,04/25/2020,43946,25,4,2020,Mon,0.593055556,14:14,2:14 PM,2:14 PM,04/25/2020 0.593055555555556,10,West Valley,1033,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,1402 0416 0913 1814 0319 0444 0429 1218 2004 2000,40,M,H,158,TRANSIENT ENCAMPMENT,304,CLUB/BAT,AO,Adult Other,236,998,,,VICTORY,WILBUR,34.1866,-118.5448
200705213,1/26/20 0:00,1/26/20 0:00,2000,01/26/2020,01/26/2020,43856,26,1,2020,Sat,0.833333333,20:00,8:00 PM,8:00 PM,01/26/2020 0.833333333333333,7,Wilshire,732,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,1814 2000 0408 0416 2004 0913,21,F,W,102,SIDEWALK,500,UNKNOWN WEAPON/OTHER WEAPON,AO,Adult Other,236,,,,WILSHIRE                     BL,CRESCENT HEIGHTS,34.0634,-118.3653
200308654,3/16/20 0:00,3/14/20 0:00,700,03/16/2020,03/16/2020,43906,16,3,2020,Tue,0.291666667,07:00,7:00 AM,7:00 AM,03/16/2020 0.291666666666667,3,Southwest,391,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 0408 0416 0446 1814 2004 1218 0381,31,F,B,109,PARK/PLAYGROUND,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,236,,,,STOCKER                      ST,LA BREA                      AV,33.9971,-118.3578
202004770,1/18/20 0:00,1/18/20 0:00,2025,01/18/2020,01/18/2020,43848,18,1,2020,Thu,0.850694444,20:25,8:25 PM,8:25 PM,01/18/2020 0.850694444444445,20,Olympic,2062,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,1813 0408 0417 0419 0444 2000 1243 0913,46,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,236,,,,1000 S  MANHATTAN                    PL,,34.0527,-118.3101
200707578,3/17/20 0:00,3/17/20 0:00,5,03/17/2020,03/17/2020,43907,17,3,2020,Fri,0.003472222,00:05,12:05 AM,12:05 AM,03/17/2020 0.00347222222222222,7,Wilshire,736,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 0408 0361 0913,33,F,W,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,236,,,,400 S  DETROIT                      ST,,34.0669,-118.3451
200105579,1/23/20 0:00,1/22/20 0:00,2030,01/23/2020,01/23/2020,43853,23,1,2020,Sat,0.854166667,20:30,8:30 PM,8:30 PM,01/23/2020 0.854166666666667,1,Central,156,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,1218 2004 1813 1414 2000 0416 0408 0913,47,F,B,516,SINGLE RESIDENCE OCCUPANCY (SRO'S) LOCATIONS,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,236,,,,500    WALL                         ST,,34.0449,-118.2458
201806594,2/14/20 0:00,2/14/20 0:00,1600,02/14/2020,02/14/2020,43875,14,2,2020,Wed,0.666666667,16:00,4:00 PM,4:00 PM,02/14/2020 0.666666666666667,18,Southeast,1822,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0400 0416 1813 2000 0913 0408,32,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,236,,,,200 W  97TH                         ST,,33.9483,-118.276
200205919,2/8/20 0:00,2/8/20 0:00,200,02/08/2020,02/08/2020,43869,8,2,2020,Fri,0.083333333,02:00,2:00 AM,2:00 AM,02/08/2020 0.0833333333333333,2,Rampart,249,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0913 0408 2000 1813 2007 1222,34,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,236,,,,1000    WILSHIRE                     BL,,34.052,-118.2624
200904010,1/1/20 0:00,1/1/20 0:00,245,01/01/2020,01/01/2020,43831,1,1,2020,Sat,0.114583333,02:45,2:45 AM,2:45 AM,01/01/2020 0.114583333333333,9,Van Nuys,911,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,1813 0446 0334 1414 2000 0416 0913,33,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,236,,,,15600    VANOWEN                      ST,,34.1939,-118.4729
200904082,1/3/20 0:00,1/2/20 0:00,2200,01/03/2020,01/03/2020,43833,3,1,2020,Sun,0.916666667,22:00,10:00 PM,10:00 PM,01/03/2020 0.916666666666667,9,Van Nuys,974,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 0416 1813 0421 1414 0913,29,F,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,236,,,,4600    KESTER                       AV,,34.1546,-118.4574
200904452,1/11/20 0:00,1/10/20 0:00,2330,01/11/2020,01/11/2020,43841,11,1,2020,Sun,0.979166667,23:30,11:30 PM,11:30 PM,01/11/2020 0.979166666666667,9,Van Nuys,905,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0334 0417 2000 0913 0416 1814 0449 1281 0446,36,F,H,108,PARKING LOT,102,HAND GUN,AO,Adult Other,236,,,,14600    SATICOY                      ST,,34.2085,-118.4504
200905069,1/26/20 0:00,1/24/20 0:00,1920,01/26/2020,01/26/2020,43856,26,1,2020,Sun,0.805555556,19:20,7:20 PM,7:20 PM,01/26/2020 0.805555555555555,9,Van Nuys,905,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 0416 0913 0444 1813 1414,37,M,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,236,,,,7400    KESTER                       AV,,34.2048,-118.4575
201307390,3/1/20 0:00,2/29/20 0:00,2030,03/01/2020,03/01/2020,43891,1,3,2020,Tue,0.854166667,20:30,8:30 PM,8:30 PM,03/01/2020 0.854166666666667,13,Newton,1364,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0913 1814 2000 0416 0408,33,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,236,,,,1100 E  46TH                         ST,,34.0021,-118.2565
200905441,2/2/20 0:00,2/2/20 0:00,1230,02/02/2020,02/02/2020,43863,2,2,2020,Sun,0.520833333,12:30,12:30 PM,12:30 PM,02/02/2020 0.520833333333333,9,Van Nuys,923,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0408 0913 2000 0448 1813,25,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,236,,,,14700    VANOWEN                      ST,,34.1939,-118.4531
201000534,1/28/20 0:00,1/20/20 0:00,2100,01/28/2020,01/28/2020,43858,28,1,2020,Sun,0.875,21:00,9:00 PM,9:00 PM,01/28/2020 0.875,10,West Valley,1027,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 1402 0411 1814 0913,29,F,H,102,SIDEWALK,207,OTHER KNIFE,AA,Adult Arrest,236,998,,,16900    VANOWEN                      ST,,34.1975,-118.5099
201000540,2/2/20 0:00,2/2/20 0:00,1700,02/02/2020,02/02/2020,43863,2,2,2020,Fri,0.708333333,17:00,5:00 PM,5:00 PM,02/02/2020 0.708333333333333,10,West Valley,1098,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 0444 0411 1402 0913 1813 1243,50,M,O,501,SINGLE FAMILY DWELLING,201,KNIFE WITH BLADE OVER 6 INCHES IN LENGTH,AO,Adult Other,236,998,,,3400    RED ROSE                     DR,,34.1341,-118.4863
200208611,4/5/20 0:00,4/5/20 0:00,1850,04/05/2020,04/05/2020,43926,5,4,2020,Fri,0.784722222,18:50,6:50 PM,6:50 PM,04/05/2020 0.784722222222222,2,Rampart,231,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 0408 0400 0416 1813 0444 0913,25,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,236,,,,200 S  RENO                         ST,,34.0699,-118.2823
201004119,1/3/20 0:00,1/3/20 0:00,2030,01/03/2020,01/03/2020,43833,3,1,2020,Mon,0.854166667,20:30,8:30 PM,8:30 PM,01/03/2020 0.854166666666667,10,West Valley,1061,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0447 0913 2000 1813,29,M,H,218,BEAUTY/BARBER SHOP,212,BOTTLE,AA,Adult Arrest,236,,,,19200    VENTURA                      BL,,34.1726,-118.5517
201004369,1/10/20 0:00,1/10/20 0:00,400,01/10/2020,01/10/2020,43840,10,1,2020,Mon,0.166666667,04:00,4:00 AM,4:00 AM,01/10/2020 0.166666666666667,10,West Valley,1029,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 0416 1814 0408 0429 0913 1812 2004 1218,40,F,H,506,ABANDONED BUILDING ABANDONED HOUSE,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,236,,,,6800    HASKELL                      AV,,34.1939,-118.4749
200208096,3/23/20 0:00,3/22/20 0:00,2330,03/23/2020,03/23/2020,43913,23,3,2020,Wed,0.979166667,23:30,11:30 PM,11:30 PM,03/23/2020 0.979166666666667,2,Rampart,251,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0913 2002 1206 2000 1821 0416 0446 0408 0443 0421,26,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,236,,,,600 S  CORONADO                     ST,,34.0628,-118.2811
201004504,1/13/20 0:00,1/13/20 0:00,1250,01/13/2020,01/13/2020,43843,13,1,2020,Wed,0.534722222,12:50,12:50 PM,12:50 PM,01/13/2020 0.534722222222222,10,West Valley,1025,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0334 1813 2000 1407 1419 0913,36,F,O,501,SINGLE FAMILY DWELLING,102,HAND GUN,AA,Adult Arrest,236,998,,,7100    WHITE OAK                    AV,,34.1975,-118.5273
201004566,1/15/20 0:00,1/15/20 0:00,730,01/15/2020,01/15/2020,43845,15,1,2020,Sat,0.3125,07:30,7:30 AM,7:30 AM,01/15/2020 0.3125,10,West Valley,1039,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 0416 0411 0913,35,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",201,KNIFE WITH BLADE OVER 6 INCHES IN LENGTH,AO,Adult Other,236,998,,,6500    WOODLEY                      AV,,34.1888,-118.4837
201004567,1/15/20 0:00,1/15/20 0:00,5,01/15/2020,01/15/2020,43845,15,1,2020,Wed,0.003472222,00:05,12:05 AM,12:05 AM,01/15/2020 0.00347222222222222,10,West Valley,1035,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 0400 0408 0913 1813,38,F,O,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,236,,,,6500    LINDLEY                      AV,,34.1885,-118.5273
200406345,2/29/20 0:00,2/29/20 0:00,1310,02/29/2020,02/29/2020,43890,29,2,2020,Tue,0.548611111,13:10,1:10 PM,1:10 PM,02/29/2020 0.548611111111111,4,Hollenbeck,445,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0913 2000 1813 0416 0408,56,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,236,,,,1000    BRITTANIA                    ST,,34.0557,-118.2093
201207487,2/19/20 0:00,2/19/20 0:00,1340,02/19/2020,02/19/2020,43880,19,2,2020,Wed,0.569444444,13:40,1:40 PM,1:40 PM,02/19/2020 0.569444444444444,12,77th Street,1208,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 0913 0302 1814,34,F,B,104,DRIVEWAY,102,HAND GUN,AA,Adult Arrest,236,,,,600 W  50TH                         ST,,33.9974,-118.2842
201005173,1/28/20 0:00,1/28/20 0:00,1900,01/28/2020,01/28/2020,43858,28,1,2020,Tue,0.791666667,19:00,7:00 PM,7:00 PM,01/28/2020 0.791666666666667,10,West Valley,1025,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 0400 0408 1913 0913 0429 2002,22,F,W,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,236,,,,6900    ENFIELD                      AV,,34.1962,-118.5234
201104010,1/1/20 0:00,1/1/20 0:00,220,01/01/2020,01/01/2020,43831,1,1,2020,Sat,0.097222222,02:20,2:20 AM,2:20 AM,01/01/2020 0.0972222222222222,11,Northeast,1137,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 0913 1814 0400 0416,43,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,236,,,,600 N  AVENUE 50,,34.1109,-118.2016
201104264,1/7/20 0:00,1/5/20 0:00,1945,01/07/2020,01/07/2020,43837,7,1,2020,Fri,0.822916667,19:45,7:45 PM,7:45 PM,01/07/2020 0.822916666666667,11,Northeast,1172,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 1813 2002 0445 0421 0432 0913,48,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",511,VERBAL THREAT,IC,Invest Cont,236,,,,1300    WESTERLY                     TR,,34.0848,-118.2731
201105034,1/25/20 0:00,1/24/20 0:00,40,01/25/2020,01/25/2020,43855,25,1,2020,Sun,0.027777778,00:40,12:40 AM,12:40 AM,01/25/2020 0.0277777777777778,11,Northeast,1118,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0400 0408 1814 1218 2000 0913,35,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,236,,,,300 N  AVENUE 57,,34.1127,-118.1942
200408384,5/1/20 0:00,4/30/20 0:00,2100,05/01/2020,05/01/2020,43952,1,5,2020,Wed,0.875,21:00,9:00 PM,9:00 PM,05/01/2020 0.875,4,Hollenbeck,449,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0913 2000 1814 0408,48,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,236,,,,2400    POMEROY                      AV,,34.0537,-118.2034
